window_days,model,placement_id,channel_id,campaign_id,publication_time,cost_rub,data_origin,attributed_revenue_rub,attributed_orders
7,time_decay,p_own_1877,own_tg_main,cmp_2026-09_tbank_season,2026-09-02 19:06:05,0.0,real_post/synthetic_cost,210408.81931772918,18.483530931009764
7,time_decay,p_own_1878,own_tg_main,cmp_2026-09_tbank_season,2026-09-03 19:06:06,0.0,real_post/synthetic_cost,126556.73380611466,12.84342957375628
7,time_decay,p_own_1880,own_tg_main,cmp_2026-09_tbank_season,2026-09-06 12:06:06,0.0,real_post/synthetic_cost,32917.10390541093,4.202049533750897
7,time_decay,p_own_1881,own_tg_main,cmp_2026-09_tbank_season,2026-09-06 15:06:08,0.0,real_post/synthetic_cost,39868.47521848781,4.278734773520109
7,time_decay,p_own_1882,own_tg_main,cmp_2026-09_tbank_season,2026-09-06 18:04:47,0.0,real_post/synthetic_cost,45081.60415203475,4.256552574184173
7,time_decay,p_own_1883,own_tg_main,cmp_2026-09_tbank_season,2026-09-06 20:44:11,0.0,real_post/synthetic_cost,19720.623642016493,2.2219022032498885
7,time_decay,p_own_1887,own_tg_main,cmp_2026-09_tbank_season,2026-09-07 13:47:40,0.0,real_post/synthetic_cost,24295.56295413123,1.8232785475203666
7,time_decay,p_own_1892,own_tg_main,cmp_2026-09_tbank_season,2026-09-07 17:05:21,0.0,real_post/synthetic_cost,23900.0,2.0
7,time_decay,p_own_1895,own_tg_main,cmp_2026-09_tbank_season,2026-09-08 18:27:01,0.0,real_post/synthetic_cost,2453.8621788127575,0.35180819767924837
14,first,p_ext_ds_memes_0808,ext_tg_ds_memes,cmp_2026-08_start_sale,2026-08-08 11:00:00,15000.0,synthetic,194740.0,24.0
14,first,p_ext_ds_memes_0904,ext_tg_ds_memes,cmp_2026-09_tbank_season,2026-09-04 12:00:00,18000.0,synthetic,230687.5,23.0
14,first,p_ext_it_jobs_0807,ext_tg_it_jobs,cmp_2026-08_start_sale,2026-08-07 12:00:00,25000.0,synthetic,148180.0,19.0
14,first,p_ext_it_jobs_0822,ext_tg_it_jobs,cmp_2026-08_pro_launch,2026-08-22 10:00:00,25000.0,synthetic,195120.0,18.0
14,first,p_ext_ml_digest_0823,ext_tg_ml_digest,cmp_2026-08_pro_launch,2026-08-23 09:00:00,40000.0,synthetic,268432.5,31.0
14,first,p_ext_stud_life_0821,ext_tg_student_life,cmp_2026-08_pro_launch,2026-08-21 18:00:00,12000.0,synthetic,116475.0,11.0
14,first,p_ext_stud_life_0903,ext_tg_student_life,cmp_2026-09_tbank_season,2026-09-03 19:00:00,12000.0,synthetic,78625.0,8.0
14,first,p_ext_yt_review_0830,ext_youtube_review,cmp_2026-09_tbank_season,2026-08-30 15:00:00,35000.0,synthetic,64700.0,6.0
14,first,p_own_1809,own_tg_main,cmp_2026-08_start_sale,2026-07-23 16:05:30,0.0,real_post/synthetic_cost,28095.0,2.0
14,first,p_own_1811,own_tg_main,cmp_2026-08_start_sale,2026-07-24 19:05:26,0.0,real_post/synthetic_cost,4950.0,1.0
14,first,p_own_1812,own_tg_main,cmp_2026-08_start_sale,2026-07-25 12:05:19,0.0,real_post/synthetic_cost,31830.0,4.0
14,first,p_own_1815,own_tg_main,cmp_2026-08_start_sale,2026-07-26 15:35:00,0.0,real_post/synthetic_cost,16950.0,1.0
14,first,p_own_1823,own_tg_main,cmp_2026-08_start_sale,2026-07-29 19:05:26,0.0,real_post/synthetic_cost,47865.0,7.0
14,first,p_own_1824,own_tg_main,cmp_2026-08_start_sale,2026-07-30 19:05:25,0.0,real_post/synthetic_cost,131245.0,14.0
14,first,p_own_1827,own_tg_main,cmp_2026-08_start_sale,2026-08-02 11:51:49,0.0,real_post/synthetic_cost,280190.0,33.0
14,first,p_own_1833,own_tg_main,cmp_2026-08_start_sale,2026-08-07 17:22:16,0.0,real_post/synthetic_cost,189140.0,23.0
14,first,p_own_1836,own_tg_main,cmp_2026-08_start_sale,2026-08-09 13:32:11,0.0,real_post/synthetic_cost,130873.34,16.0
14,first,p_own_1837,own_tg_main,cmp_2026-08_start_sale,2026-08-09 18:35:40,0.0,real_post/synthetic_cost,109585.0,15.0
14,first,p_own_1838,own_tg_main,cmp_2026-08_start_sale,2026-08-10 16:26:59,0.0,real_post/synthetic_cost,130905.0,13.0
14,first,p_own_1840,own_tg_main,cmp_2026-08_start_sale,2026-08-10 20:33:06,0.0,real_post/synthetic_cost,133940.0,15.0
14,first,p_own_1843,own_tg_main,cmp_2026-08_start_sale,2026-08-11 18:50:13,0.0,real_post/synthetic_cost,98275.0,11.0
14,first,p_own_1852,own_tg_main,cmp_2026-08_pro_launch,2026-08-16 19:39:39,0.0,real_post/synthetic_cost,148045.0,16.0
14,first,p_own_1859,own_tg_main,cmp_2026-08_pro_launch,2026-08-22 13:19:48,0.0,real_post/synthetic_cost,337790.0,35.0
14,first,p_own_1860,own_tg_main,cmp_2026-08_pro_launch,2026-08-23 11:51:41,0.0,real_post/synthetic_cost,120175.0,13.0
14,first,p_own_1863,own_tg_main,cmp_2026-08_pro_launch,2026-08-23 19:20:03,0.0,real_post/synthetic_cost,172223.0,18.0
14,first,p_own_1870,own_tg_main,cmp_2026-09_tbank_season,2026-08-28 19:05:59,0.0,real_post/synthetic_cost,166220.0,15.0
14,first,p_own_1872,own_tg_main,cmp_2026-09_tbank_season,2026-08-29 21:58:58,0.0,real_post/synthetic_cost,210995.0,20.0
14,first,p_own_1874,own_tg_main,cmp_2026-09_tbank_season,2026-08-30 16:26:37,0.0,real_post/synthetic_cost,180495.0,15.0
14,first,p_own_1875,own_tg_main,cmp_2026-09_tbank_season,2026-08-31 17:11:02,0.0,real_post/synthetic_cost,203940.0,21.0
14,first,p_own_1876,own_tg_main,cmp_2026-09_tbank_season,2026-09-01 20:40:56,0.0,real_post/synthetic_cost,161775.0,16.0
14,first,p_own_1877,own_tg_main,cmp_2026-09_tbank_season,2026-09-02 19:06:05,0.0,real_post/synthetic_cost,144425.0,13.0
14,first,p_own_1878,own_tg_main,cmp_2026-09_tbank_season,2026-09-03 19:06:06,0.0,real_post/synthetic_cost,66471.5,7.0
14,first,p_own_1880,own_tg_main,cmp_2026-09_tbank_season,2026-09-06 12:06:06,0.0,real_post/synthetic_cost,27112.5,4.0
14,first,p_own_1881,own_tg_main,cmp_2026-09_tbank_season,2026-09-06 15:06:08,0.0,real_post/synthetic_cost,30875.0,3.0
14,first,p_own_1882,own_tg_main,cmp_2026-09_tbank_season,2026-09-06 18:04:47,0.0,real_post/synthetic_cost,31850.0,3.0
14,first,p_own_1883,own_tg_main,cmp_2026-09_tbank_season,2026-09-06 20:44:11,0.0,real_post/synthetic_cost,8950.0,1.0
14,first,p_own_1887,own_tg_main,cmp_2026-09_tbank_season,2026-09-07 13:47:40,0.0,real_post/synthetic_cost,14950.0,1.0
14,first,p_own_1892,own_tg_main,cmp_2026-09_tbank_season,2026-09-07 17:05:21,0.0,real_post/synthetic_cost,23900.0,2.0
14,first,p_own_1895,own_tg_main,cmp_2026-09_tbank_season,2026-09-08 18:27:01,0.0,real_post/synthetic_cost,0.0,0.0
14,last,p_ext_ds_memes_0808,ext_tg_ds_memes,cmp_2026-08_start_sale,2026-08-08 11:00:00,15000.0,synthetic,273590.0,34.0
14,last,p_ext_ds_memes_0904,ext_tg_ds_memes,cmp_2026-09_tbank_season,2026-09-04 12:00:00,18000.0,synthetic,314262.5,31.0
14,last,p_ext_it_jobs_0807,ext_tg_it_jobs,cmp_2026-08_start_sale,2026-08-07 12:00:00,25000.0,synthetic,138255.0,17.0
14,last,p_ext_it_jobs_0822,ext_tg_it_jobs,cmp_2026-08_pro_launch,2026-08-22 10:00:00,25000.0,synthetic,157820.0,15.0
14,last,p_ext_ml_digest_0823,ext_tg_ml_digest,cmp_2026-08_pro_launch,2026-08-23 09:00:00,40000.0,synthetic,315707.5,36.0
14,last,p_ext_stud_life_0821,ext_tg_student_life,cmp_2026-08_pro_launch,2026-08-21 18:00:00,12000.0,synthetic,93075.0,9.0
14,last,p_ext_stud_life_0903,ext_tg_student_life,cmp_2026-09_tbank_season,2026-09-03 19:00:00,12000.0,synthetic,33325.0,4.0
14,last,p_ext_yt_review_0830,ext_youtube_review,cmp_2026-09_tbank_season,2026-08-30 15:00:00,35000.0,synthetic,93620.0,8.0
14,last,p_own_1809,own_tg_main,cmp_2026-08_start_sale,2026-07-23 16:05:30,0.0,real_post/synthetic_cost,16950.0,1.0
14,last,p_own_1811,own_tg_main,cmp_2026-08_start_sale,2026-07-24 19:05:26,0.0,real_post/synthetic_cost,4950.0,1.0
14,last,p_own_1812,own_tg_main,cmp_2026-08_start_sale,2026-07-25 12:05:19,0.0,real_post/synthetic_cost,9950.0,1.0
14,last,p_own_1815,own_tg_main,cmp_2026-08_start_sale,2026-07-26 15:35:00,0.0,real_post/synthetic_cost,23440.0,2.0
14,last,p_own_1823,own_tg_main,cmp_2026-08_start_sale,2026-07-29 19:05:26,0.0,real_post/synthetic_cost,31375.0,5.0
14,last,p_own_1824,own_tg_main,cmp_2026-08_start_sale,2026-07-30 19:05:25,0.0,real_post/synthetic_cost,114050.0,13.0
14,last,p_own_1827,own_tg_main,cmp_2026-08_start_sale,2026-08-02 11:51:49,0.0,real_post/synthetic_cost,168370.0,18.0
14,last,p_own_1833,own_tg_main,cmp_2026-08_start_sale,2026-08-07 17:22:16,0.0,real_post/synthetic_cost,184590.0,23.0
14,last,p_own_1836,own_tg_main,cmp_2026-08_start_sale,2026-08-09 13:32:11,0.0,real_post/synthetic_cost,170163.34,21.0
14,last,p_own_1837,own_tg_main,cmp_2026-08_start_sale,2026-08-09 18:35:40,0.0,real_post/synthetic_cost,106200.0,14.0
14,last,p_own_1838,own_tg_main,cmp_2026-08_start_sale,2026-08-10 16:26:59,0.0,real_post/synthetic_cost,158805.0,17.0
14,last,p_own_1840,own_tg_main,cmp_2026-08_start_sale,2026-08-10 20:33:06,0.0,real_post/synthetic_cost,72695.0,9.0
14,last,p_own_1843,own_tg_main,cmp_2026-08_start_sale,2026-08-11 18:50:13,0.0,real_post/synthetic_cost,109685.0,12.0
14,last,p_own_1852,own_tg_main,cmp_2026-08_pro_launch,2026-08-16 19:39:39,0.0,real_post/synthetic_cost,173240.0,18.0
14,last,p_own_1859,own_tg_main,cmp_2026-08_pro_launch,2026-08-22 13:19:48,0.0,real_post/synthetic_cost,209545.0,22.0
14,last,p_own_1860,own_tg_main,cmp_2026-08_pro_launch,2026-08-23 11:51:41,0.0,real_post/synthetic_cost,96348.0,10.0
14,last,p_own_1863,own_tg_main,cmp_2026-08_pro_launch,2026-08-23 19:20:03,0.0,real_post/synthetic_cost,203025.0,17.0
14,last,p_own_1870,own_tg_main,cmp_2026-09_tbank_season,2026-08-28 19:05:59,0.0,real_post/synthetic_cost,176620.0,18.0
14,last,p_own_1872,own_tg_main,cmp_2026-09_tbank_season,2026-08-29 21:58:58,0.0,real_post/synthetic_cost,212732.5,22.0
14,last,p_own_1874,own_tg_main,cmp_2026-09_tbank_season,2026-08-30 16:26:37,0.0,real_post/synthetic_cost,144120.0,15.0
14,last,p_own_1875,own_tg_main,cmp_2026-09_tbank_season,2026-08-31 17:11:02,0.0,real_post/synthetic_cost,163190.0,17.0
14,last,p_own_1876,own_tg_main,cmp_2026-09_tbank_season,2026-09-01 20:40:56,0.0,real_post/synthetic_cost,129425.0,14.0
14,last,p_own_1877,own_tg_main,cmp_2026-09_tbank_season,2026-09-02 19:06:05,0.0,real_post/synthetic_cost,222750.0,18.0
14,last,p_own_1878,own_tg_main,cmp_2026-09_tbank_season,2026-09-03 19:06:06,0.0,real_post/synthetic_cost,141909.0,14.0
14,last,p_own_1880,own_tg_main,cmp_2026-09_tbank_season,2026-09-06 12:06:06,0.0,real_post/synthetic_cost,42537.5,5.0
14,last,p_own_1881,own_tg_main,cmp_2026-09_tbank_season,2026-09-06 15:06:08,0.0,real_post/synthetic_cost,55225.0,6.0
14,last,p_own_1882,own_tg_main,cmp_2026-09_tbank_season,2026-09-06 18:04:47,0.0,real_post/synthetic_cost,53750.0,5.0
14,last,p_own_1883,own_tg_main,cmp_2026-09_tbank_season,2026-09-06 20:44:11,0.0,real_post/synthetic_cost,26850.0,3.0
14,last,p_own_1887,own_tg_main,cmp_2026-09_tbank_season,2026-09-07 13:47:40,0.0,real_post/synthetic_cost,14950.0,1.0
14,last,p_own_1892,own_tg_main,cmp_2026-09_tbank_season,2026-09-07 17:05:21,0.0,real_post/synthetic_cost,23900.0,2.0
14,last,p_own_1895,own_tg_main,cmp_2026-09_tbank_season,2026-09-08 18:27:01,0.0,real_post/synthetic_cost,0.0,0.0
14,linear,p_ext_ds_memes_0808,ext_tg_ds_memes,cmp_2026-08_start_sale,2026-08-08 11:00:00,15000.0,synthetic,241075.0,29.666666666666668
14,linear,p_ext_ds_memes_0904,ext_tg_ds_memes,cmp_2026-09_tbank_season,2026-09-04 12:00:00,18000.0,synthetic,273550.0,27.166666666666668
14,linear,p_ext_it_jobs_0807,ext_tg_it_jobs,cmp_2026-08_start_sale,2026-08-07 12:00:00,25000.0,synthetic,138641.66666666666,17.5
14,linear,p_ext_it_jobs_0822,ext_tg_it_jobs,cmp_2026-08_pro_launch,2026-08-22 10:00:00,25000.0,synthetic,179607.5,17.0
14,linear,p_ext_ml_digest_0823,ext_tg_ml_digest,cmp_2026-08_pro_launch,2026-08-23 09:00:00,40000.0,synthetic,311885.0,35.0
14,linear,p_ext_stud_life_0821,ext_tg_student_life,cmp_2026-08_pro_launch,2026-08-21 18:00:00,12000.0,synthetic,109758.33333333333,10.333333333333334
14,linear,p_ext_stud_life_0903,ext_tg_student_life,cmp_2026-09_tbank_season,2026-09-03 19:00:00,12000.0,synthetic,60125.0,6.416666666666666
14,linear,p_ext_yt_review_0830,ext_youtube_review,cmp_2026-09_tbank_season,2026-08-30 15:00:00,35000.0,synthetic,79260.0,7.166666666666667
14,linear,p_own_1809,own_tg_main,cmp_2026-08_start_sale,2026-07-23 16:05:30,0.0,real_post/synthetic_cost,17763.333333333332,1.3333333333333333
14,linear,p_own_1811,own_tg_main,cmp_2026-08_start_sale,2026-07-24 19:05:26,0.0,real_post/synthetic_cost,4950.0,1.0
14,linear,p_own_1812,own_tg_main,cmp_2026-08_start_sale,2026-07-25 12:05:19,0.0,real_post/synthetic_cost,16181.666666666666,1.9
14,linear,p_own_1815,own_tg_main,cmp_2026-08_start_sale,2026-07-26 15:35:00,0.0,real_post/synthetic_cost,23110.0,1.8333333333333333
14,linear,p_own_1823,own_tg_main,cmp_2026-08_start_sale,2026-07-29 19:05:26,0.0,real_post/synthetic_cost,38960.833333333336,5.866666666666666
14,linear,p_own_1824,own_tg_main,cmp_2026-08_start_sale,2026-07-30 19:05:25,0.0,real_post/synthetic_cost,116490.83333333333,13.0
14,linear,p_own_1827,own_tg_main,cmp_2026-08_start_sale,2026-08-02 11:51:49,0.0,real_post/synthetic_cost,224982.5,24.9
14,linear,p_own_1833,own_tg_main,cmp_2026-08_start_sale,2026-08-07 17:22:16,0.0,real_post/synthetic_cost,190554.16666666666,23.666666666666668
14,linear,p_own_1836,own_tg_main,cmp_2026-08_start_sale,2026-08-09 13:32:11,0.0,real_post/synthetic_cost,152779.17333333334,19.0
14,linear,p_own_1837,own_tg_main,cmp_2026-08_start_sale,2026-08-09 18:35:40,0.0,real_post/synthetic_cost,110796.66666666667,14.75
14,linear,p_own_1838,own_tg_main,cmp_2026-08_start_sale,2026-08-10 16:26:59,0.0,real_post/synthetic_cost,142322.5,14.666666666666666
14,linear,p_own_1840,own_tg_main,cmp_2026-08_start_sale,2026-08-10 20:33:06,0.0,real_post/synthetic_cost,102113.33333333333,11.75
14,linear,p_own_1843,own_tg_main,cmp_2026-08_start_sale,2026-08-11 18:50:13,0.0,real_post/synthetic_cost,100729.16666666667,11.166666666666666
14,linear,p_own_1852,own_tg_main,cmp_2026-08_pro_launch,2026-08-16 19:39:39,0.0,real_post/synthetic_cost,149545.0,16.166666666666668
14,linear,p_own_1859,own_tg_main,cmp_2026-08_pro_launch,2026-08-22 13:19:48,0.0,real_post/synthetic_cost,266164.1666666667,27.666666666666668
14,linear,p_own_1860,own_tg_main,cmp_2026-08_pro_launch,2026-08-23 11:51:41,0.0,real_post/synthetic_cost,100008.16666666667,10.666666666666666
14,linear,p_own_1863,own_tg_main,cmp_2026-08_pro_launch,2026-08-23 19:20:03,0.0,real_post/synthetic_cost,181674.83333333334,16.833333333333332
14,linear,p_own_1870,own_tg_main,cmp_2026-09_tbank_season,2026-08-28 19:05:59,0.0,real_post/synthetic_cost,162637.5,15.666666666666666
14,linear,p_own_1872,own_tg_main,cmp_2026-09_tbank_season,2026-08-29 21:58:58,0.0,real_post/synthetic_cost,212191.25,21.0
14,linear,p_own_1874,own_tg_main,cmp_2026-09_tbank_season,2026-08-30 16:26:37,0.0,real_post/synthetic_cost,169386.66666666666,15.666666666666666
14,linear,p_own_1875,own_tg_main,cmp_2026-09_tbank_season,2026-08-31 17:11:02,0.0,real_post/synthetic_cost,177185.83333333334,18.5
14,linear,p_own_1876,own_tg_main,cmp_2026-09_tbank_season,2026-09-01 20:40:56,0.0,real_post/synthetic_cost,141312.5,14.583333333333334
14,linear,p_own_1877,own_tg_main,cmp_2026-09_tbank_season,2026-09-02 19:06:05,0.0,real_post/synthetic_cost,193941.66666666666,16.666666666666668
14,linear,p_own_1878,own_tg_main,cmp_2026-09_tbank_season,2026-09-03 19:06:06,0.0,real_post/synthetic_cost,112890.25,11.333333333333334
14,linear,p_own_1880,own_tg_main,cmp_2026-09_tbank_season,2026-09-06 12:06:06,0.0,real_post/synthetic_cost,32254.166666666668,4.166666666666667
14,linear,p_own_1881,own_tg_main,cmp_2026-09_tbank_season,2026-09-06 15:06:08,0.0,real_post/synthetic_cost,37325.0,4.0
14,linear,p_own_1882,own_tg_main,cmp_2026-09_tbank_season,2026-09-06 18:04:47,0.0,real_post/synthetic_cost,41966.666666666664,4.0
14,linear,p_own_1883,own_tg_main,cmp_2026-09_tbank_season,2026-09-06 20:44:11,0.0,real_post/synthetic_cost,17733.333333333332,2.0
14,linear,p_own_1887,own_tg_main,cmp_2026-09_tbank_season,2026-09-07 13:47:40,0.0,real_post/synthetic_cost,22916.666666666664,1.6666666666666665
14,linear,p_own_1892,own_tg_main,cmp_2026-09_tbank_season,2026-09-07 17:05:21,0.0,real_post/synthetic_cost,23900.0,2.0
14,linear,p_own_1895,own_tg_main,cmp_2026-09_tbank_season,2026-09-08 18:27:01,0.0,real_post/synthetic_cost,2325.0,0.3333333333333333
14,position,p_ext_ds_memes_0808,ext_tg_ds_memes,cmp_2026-08_start_sale,2026-08-08 11:00:00,15000.0,synthetic,238311.0,29.400000000000002
14,position,p_ext_ds_memes_0904,ext_tg_ds_memes,cmp_2026-09_tbank_season,2026-09-04 12:00:00,18000.0,synthetic,273120.0,27.1
14,position,p_ext_it_jobs_0807,ext_tg_it_jobs,cmp_2026-08_start_sale,2026-08-07 12:00:00,25000.0,synthetic,140472.0,17.7
14,position,p_ext_it_jobs_0822,ext_tg_it_jobs,cmp_2026-08_pro_launch,2026-08-22 10:00:00,25000.0,synthetic,178352.5,16.8
14,position,p_ext_ml_digest_0823,ext_tg_ml_digest,cmp_2026-08_pro_launch,2026-08-23 09:00:00,40000.0,synthetic,303959.0,34.4
14,position,p_ext_stud_life_0821,ext_tg_student_life,cmp_2026-08_pro_launch,2026-08-21 18:00:00,12000.0,synthetic,107765.0,10.2
14,position,p_ext_stud_life_0903,ext_tg_student_life,cmp_2026-09_tbank_season,2026-09-03 19:00:00,12000.0,synthetic,57717.5,6.2
14,position,p_ext_yt_review_0830,ext_youtube_review,cmp_2026-09_tbank_season,2026-08-30 15:00:00,35000.0,synthetic,79220.0,7.1
14,position,p_own_1809,own_tg_main,cmp_2026-08_start_sale,2026-07-23 16:05:30,0.0,real_post/synthetic_cost,19667.0,1.4000000000000001
14,position,p_own_1811,own_tg_main,cmp_2026-08_start_sale,2026-07-24 19:05:26,0.0,real_post/synthetic_cost,4950.0,1.0
14,position,p_own_1812,own_tg_main,cmp_2026-08_start_sale,2026-07-25 12:05:19,0.0,real_post/synthetic_cost,18303.666666666668,2.166666666666667
14,position,p_own_1815,own_tg_main,cmp_2026-08_start_sale,2026-07-26 15:35:00,0.0,real_post/synthetic_cost,21944.0,1.7
14,position,p_own_1823,own_tg_main,cmp_2026-08_start_sale,2026-07-29 19:05:26,0.0,real_post/synthetic_cost,38747.166666666664,5.866666666666667
14,position,p_own_1824,own_tg_main,cmp_2026-08_start_sale,2026-07-30 19:05:25,0.0,real_post/synthetic_cost,118953.5,13.2
14,position,p_own_1827,own_tg_main,cmp_2026-08_start_sale,2026-08-02 11:51:49,0.0,real_post/synthetic_cost,224940.16666666666,25.166666666666668
14,position,p_own_1833,own_tg_main,cmp_2026-08_start_sale,2026-08-07 17:22:16,0.0,real_post/synthetic_cost,189078.5,23.4
14,position,p_own_1836,own_tg_main,cmp_2026-08_start_sale,2026-08-09 13:32:11,0.0,real_post/synthetic_cost,152869.84,18.9
14,position,p_own_1837,own_tg_main,cmp_2026-08_start_sale,2026-08-09 18:35:40,0.0,real_post/synthetic_cost,109137.5,14.6
14,position,p_own_1838,own_tg_main,cmp_2026-08_start_sale,2026-08-10 16:26:59,0.0,real_post/synthetic_cost,143335.5,14.8
14,position,p_own_1840,own_tg_main,cmp_2026-08_start_sale,2026-08-10 20:33:06,0.0,real_post/synthetic_cost,102097.5,11.8
14,position,p_own_1843,own_tg_main,cmp_2026-08_start_sale,2026-08-11 18:50:13,0.0,real_post/synthetic_cost,102029.5,11.3
14,position,p_own_1852,own_tg_main,cmp_2026-08_pro_launch,2026-08-16 19:39:39,0.0,real_post/synthetic_cost,153984.0,16.5
14,position,p_own_1859,own_tg_main,cmp_2026-08_pro_launch,2026-08-22 13:19:48,0.0,real_post/synthetic_cost,269165.5,28.0
14,position,p_own_1860,own_tg_main,cmp_2026-08_pro_launch,2026-08-23 11:51:41,0.0,real_post/synthetic_cost,103309.5,11.0
14,position,p_own_1863,own_tg_main,cmp_2026-08_pro_launch,2026-08-23 19:20:03,0.0,real_post/synthetic_cost,184054.5,17.1
14,position,p_own_1870,own_tg_main,cmp_2026-09_tbank_season,2026-08-28 19:05:59,0.0,real_post/synthetic_cost,166150.5,16.0
14,position,p_own_1872,own_tg_main,cmp_2026-09_tbank_season,2026-08-29 21:58:58,0.0,real_post/synthetic_cost,212060.25,21.0
14,position,p_own_1874,own_tg_main,cmp_2026-09_tbank_season,2026-08-30 16:26:37,0.0,real_post/synthetic_cost,166555.0,15.4
14,position,p_own_1875,own_tg_main,cmp_2026-09_tbank_season,2026-08-31 17:11:02,0.0,real_post/synthetic_cost,179737.5,18.7
14,position,p_own_1876,own_tg_main,cmp_2026-09_tbank_season,2026-09-01 20:40:56,0.0,real_post/synthetic_cost,143775.0,14.8
14,position,p_own_1877,own_tg_main,cmp_2026-09_tbank_season,2026-09-02 19:06:05,0.0,real_post/synthetic_cost,189800.0,16.2
14,position,p_own_1878,own_tg_main,cmp_2026-09_tbank_season,2026-09-03 19:06:06,0.0,real_post/synthetic_cost,109410.25,11.0
14,position,p_own_1880,own_tg_main,cmp_2026-09_tbank_season,2026-09-06 12:06:06,0.0,real_post/synthetic_cost,33282.5,4.3
14,position,p_own_1881,own_tg_main,cmp_2026-09_tbank_season,2026-09-06 15:06:08,0.0,real_post/synthetic_cost,39615.0,4.2
14,position,p_own_1882,own_tg_main,cmp_2026-09_tbank_season,2026-09-06 18:04:47,0.0,real_post/synthetic_cost,42300.0,4.0
14,position,p_own_1883,own_tg_main,cmp_2026-09_tbank_season,2026-09-06 20:44:11,0.0,real_post/synthetic_cost,17800.0,2.0
14,position,p_own_1887,own_tg_main,cmp_2026-09_tbank_season,2026-09-07 13:47:40,0.0,real_post/synthetic_cost,19730.0,1.4
14,position,p_own_1892,own_tg_main,cmp_2026-09_tbank_season,2026-09-07 17:05:21,0.0,real_post/synthetic_cost,23900.0,2.0
14,position,p_own_1895,own_tg_main,cmp_2026-09_tbank_season,2026-09-08 18:27:01,0.0,real_post/synthetic_cost,1395.0,0.2
14,time_decay,p_ext_ds_memes_0808,ext_tg_ds_memes,cmp_2026-08_start_sale,2026-08-08 11:00:00,15000.0,synthetic,250214.86292955384,30.67838071658502
14,time_decay,p_ext_ds_memes_0904,ext_tg_ds_memes,cmp_2026-09_tbank_season,2026-09-04 12:00:00,18000.0,synthetic,281019.86757719854,27.91252621917578
14,time_decay,p_ext_it_jobs_0807,ext_tg_it_jobs,cmp_2026-08_start_sale,2026-08-07 12:00:00,25000.0,synthetic,139311.6271610854,17.61859102568083
14,time_decay,p_ext_it_jobs_0822,ext_tg_it_jobs,cmp_2026-08_pro_launch,2026-08-22 10:00:00,25000.0,synthetic,176810.70057764134,16.790946226760237
14,time_decay,p_ext_ml_digest_0823,ext_tg_ml_digest,cmp_2026-08_pro_launch,2026-08-23 09:00:00,40000.0,synthetic,310581.12144783215,34.810008243978814
14,time_decay,p_ext_stud_life_0821,ext_tg_student_life,cmp_2026-08_pro_launch,2026-08-21 18:00:00,12000.0,synthetic,108914.42439911011,10.28159601197498
14,time_decay,p_ext_stud_life_0903,ext_tg_student_life,cmp_2026-09_tbank_season,2026-09-03 19:00:00,12000.0,synthetic,59930.961251126915,6.487155343230295
14,time_decay,p_ext_yt_review_0830,ext_youtube_review,cmp_2026-09_tbank_season,2026-08-30 15:00:00,35000.0,synthetic,81811.73962422913,7.357780017649455
14,time_decay,p_own_1809,own_tg_main,cmp_2026-08_start_sale,2026-07-23 16:05:30,0.0,real_post/synthetic_cost,15111.597529334049,1.1726836328637529
14,time_decay,p_own_1811,own_tg_main,cmp_2026-08_start_sale,2026-07-24 19:05:26,0.0,real_post/synthetic_cost,4950.0,1.0
14,time_decay,p_own_1812,own_tg_main,cmp_2026-08_start_sale,2026-07-25 12:05:19,0.0,real_post/synthetic_cost,11658.49265234914,1.3102313396018874
14,time_decay,p_own_1815,own_tg_main,cmp_2026-08_start_sale,2026-07-26 15:35:00,0.0,real_post/synthetic_cost,23040.316712124506,1.8254840738946967
14,time_decay,p_own_1823,own_tg_main,cmp_2026-08_start_sale,2026-07-29 19:05:26,0.0,real_post/synthetic_cost,36506.2363159989,5.547731144362965
14,time_decay,p_own_1824,own_tg_main,cmp_2026-08_start_sale,2026-07-30 19:05:25,0.0,real_post/synthetic_cost,114569.29531549265,12.81940594215167
14,time_decay,p_own_1827,own_tg_main,cmp_2026-08_start_sale,2026-08-02 11:51:49,0.0,real_post/synthetic_cost,214122.405190525,23.351397466475074
14,time_decay,p_own_1833,own_tg_main,cmp_2026-08_start_sale,2026-08-07 17:22:16,0.0,real_post/synthetic_cost,196681.5715811893,24.547572156470892
14,time_decay,p_own_1836,own_tg_main,cmp_2026-08_start_sale,2026-08-09 13:32:11,0.0,real_post/synthetic_cost,156616.95354680187,19.43762223998172
14,time_decay,p_own_1837,own_tg_main,cmp_2026-08_start_sale,2026-08-09 18:35:40,0.0,real_post/synthetic_cost,110023.69185173194,14.6036642705142
14,time_decay,p_own_1838,own_tg_main,cmp_2026-08_start_sale,2026-08-10 16:26:59,0.0,real_post/synthetic_cost,142411.00296044062,14.725807633262004
14,time_decay,p_own_1840,own_tg_main,cmp_2026-08_start_sale,2026-08-10 20:33:06,0.0,real_post/synthetic_cost,96341.04561442083,11.187495321361816
14,time_decay,p_own_1843,own_tg_main,cmp_2026-08_start_sale,2026-08-11 18:50:13,0.0,real_post/synthetic_cost,98169.47086896798,10.870734080970234
14,time_decay,p_own_1852,own_tg_main,cmp_2026-08_pro_launch,2026-08-16 19:39:39,0.0,real_post/synthetic_cost,148283.99800887992,15.997128781575388
